,user_id,Experience_score,Engagement_score,Satisfactory_score
10860,33760533420.0,0.239111892521791,0.23961197312012447,0.23936193282095775
10968,33673020331.0,0.27650630073685645,0.9633021776637936,0.619904239200325
10982,33624943203.0,0.783351020703829,0.2139377564333351,0.49864438856858206
10995,33666216032.0,0.05837990108175095,0.906230959072923,0.48230543007733695
11106,33624782518.0,0.10388755728997245,0.8777443304433182,0.49081594386664534
11166,33606442456.0,0.629369515385994,0.9228253468604629,0.7760974311232285
11237,33699123236.0,0.6876571109660374,0.18175463115733448,0.43470587106168596
11296,33688328898.0,0.06983230794703021,0.9885895415133397,0.5292109247301849
11301,33676057557.0,0.40198565283718257,0.14800502943868807,0.27499534113793533
11317,33666138907.0,0.2478664492979894,0.962816610131201,0.6053415297145952
11411,33761309442.0,0.44932268569055434,0.9505840026791049,0.6999533441848296
11421,33617422746.0,0.3045747442295412,0.9317757176574715,0.6181752309435063
11428,33658213841.0,0.7091156187024512,0.016624438222884792,0.362870028462668
11457,33667343541.0,0.2541609914557106,0.9084666591652306,0.5813138253104706
11487,33770413986.0,0.42815912769789355,0.12288223806825646,0.275520682883075
11580,33761944909.0,0.18276243008704363,0.8663540092722712,0.5245582196796574
11590,33648142795.0,0.7104133303352054,0.90936269554243,0.8098880129388177
11677,33669777805.0,0.0838603623586811,0.9435863492141631,0.513723355786422
11716,33660034273.0,0.08520278951749716,0.9553294525107279,0.5202661210141125
11825,33785087894.0,0.48075004883744743,0.1411239584912495,0.31093700366434845
11897,33753492152.0,0.07361551706372005,0.8778566756600229,0.4757360963618715
12027,33661106432.0,0.48730113205044434,0.9578342057669971,0.7225676689087207
12037,33767063263.0,0.41108053785377785,0.18967936140231398,0.30037994962804593
12132,33647666028.0,0.17364200782019168,0.9544847436660648,0.5640633757431283
12217,33638515337.0,0.48224658882471694,0.9230563964567977,0.7026514926407573
12303,33669247296.0,0.22167312223102664,0.1655133245992012,0.19359322341511392
12321,33768865645.0,0.1961608763581486,0.9411342861664224,0.5686475812622855
12645,33680929177.0,0.37518240028920546,0.9840518243494953,0.6796171123193504
12666,33609685582.0,0.44465321662575064,0.9622679051925871,0.7034605609091689
12692,33660232006.0,0.0371450558189812,0.12185235603243066,0.07949870592570593
12716,33658150403.0,0.6906373223469506,0.9475541642326367,0.8190957432897936
12728,33628590646.0,0.09055322694573542,0.9655144094126218,0.5280338181791786
12894,33687410232.0,0.4471193284977264,0.9758089861729762,0.7114641573353513
12932,33663133545.0,0.2572568774776769,0.9064665509287896,0.5818617142032332
12943,33660863522.0,0.3197075681584276,0.9656105539037907,0.6426590610311091
12977,33666158251.0,0.7348712998429447,0.8756103769604504,0.8052408384016976
13007,33630140695.0,0.5849549618174472,0.9060721314014544,0.7455135466094508
13066,33762246997.0,0.11318175457825119,0.23728209654343344,0.17523192556084233
13212,33612036190.0,0.1766801059607097,0.982446892686504,0.5795634993236068
13296,33665566279.0,0.23667114935015254,0.9777368724812496,0.6072040109157011
13330,33672693026.0,0.7480381619919816,0.9495624485339926,0.8488003052629871
13406,33763538883.0,0.3050693135981448,0.18095398205742796,0.2430116478277864
13448,33762086693.0,0.5422940813255721,0.9238476580494777,0.7330708696875249
13449,33663649666.0,0.5021383578067573,0.9372512599900014,0.7196948088983793
13550,33661786074.0,0.12940643499314897,0.9050696547448196,0.5172380448689843
13583,33606416768.0,0.7560220669463222,0.9265460629679855,0.8412840649571538
13669,33617744409.0,0.5293711990526992,0.14276674284348623,0.33606897094809274
13769,33661212920.0,0.3964747670356681,0.9386286244572856,0.6675516957464769
13891,33644788583.0,0.18415622888561556,0.23746636089207793,0.21081129488884676
13921,33760260958.0,0.46749956380818114,0.18942666031931266,0.3284631120637469
13980,33769715952.0,0.08781056612473015,0.13952356856451736,0.11366706734462376
14007,33666798192.0,0.3909571638677751,0.9422089847470428,0.666583074307409
14271,33615860086.0,0.20601379918980012,0.8914829997378754,0.5487483994638378
14294,33649252124.0,0.04959307503839572,0.9710665645164847,0.5103298197774402
14427,33760615505.0,0.8467894827597273,0.9307196423402371,0.8887545625499822
14614,33671854711.0,0.21454357228157028,0.8806451687273575,0.5475943705044639
14639,33629643896.0,0.22935534018446235,0.9305880682254428,0.5799717042049526
14814,33671406238.0,0.5560393808635009,0.9873469307438241,0.7716931558036625
14889,33673662902.0,0.583163267809377,0.964269073286832,0.7737161705481045
15031,33611324137.0,0.2695954538677905,0.9532415272610287,0.6114184905644096
15039,33665336265.0,0.5268087524969558,0.9659488008223267,0.7463787766596413
15065,33607387341.0,0.5999141652629603,0.9851508997213185,0.7925325324921394
15073,33601313822.0,0.4482885942810697,0.943465373704741,0.6958769839929053
15081,33615458068.0,0.1953323055659426,0.9574305503126628,0.5763814279393027
15091,33644230280.0,0.6927889834135612,0.9221907932180977,0.8074898883158295
15125,33761109191.0,0.517444153687719,0.9646724259238089,0.7410582898057639
15292,33675079751.0,0.7926063498258973,0.17973468795479858,0.4861705188903479
15449,33621090096.0,0.5930095596007072,0.8746268263839395,0.7338181929923233
15478,33677429672.0,0.19143381879621324,0.9231478472799862,0.5572908330380997
15488,33663318274.0,0.6735267946770165,0.9666645094990958,0.8200956520880561
15508,33669975290.0,0.3488357242582001,0.8894626027416999,0.61914916349995
15526,33682231519.0,0.3691965007819302,0.1739499678720371,0.27157323432698366
15559,33621155928.0,0.5810694049113982,0.8956568819312769,0.7383631434213376
15657,33620150135.0,0.035950353298892956,0.8697600982152913,0.45285522575709214
15695,33618148430.0,0.1083259069130813,0.9212908202163573,0.5148083635647194
15872,33660112250.0,0.5682104780954775,0.9131532110378338,0.7406818445666556
15937,33634991247.0,0.5650892434517951,0.25342135194746096,0.40925529769962804
15968,33662713405.0,0.3003679853019203,0.93774591204174,0.6190569486718301
16064,33643068066.0,0.8507716447857576,0.969275703033917,0.9100236739098373
16134,33663589178.0,0.8146174534295074,0.9349686232185713,0.8747930383240394
16216,33663322719.0,0.4403559836752797,0.898268075470677,0.6693120295729784
16230,33664574909.0,0.019352962310253963,0.13363664693465346,0.07649480462245371
16285,33670905579.0,0.21717087991979667,0.9786559229713825,0.5979134014455896
16332,33607742276.0,0.13173800810578684,0.9292903447065455,0.5305141764061662
16503,33673605384.0,0.19798530933892922,0.9637659423511382,0.5808756258450337
16594,33689821528.0,0.590376174664865,0.9847837337512606,0.7875799542080628
16697,33679141790.0,0.767332423591609,0.15074280141233887,0.45903761250197395
16702,33658438789.0,0.33762093675102145,0.9437706135382757,0.6406957751446486
16732,33677584232.0,0.5754943335855707,0.9769245650875671,0.7762094493365689
16806,33666003825.0,0.5586085401847394,0.1666201220878316,0.3626143311362855
16831,33662537188.0,0.24677424580485585,0.9615176753441124,0.6041459605744841
16883,33760049821.0,0.26643504774356774,0.23025249489061136,0.24834377131708957
16918,33663307944.0,0.1910869750810129,0.979985745122065,0.585536360101539
16955,33661499213.0,0.18643669912178895,0.8986749105072115,0.5425558048145003
16976,33629146420.0,0.5357748348899762,0.8793645543839249,0.7075696946369505
17001,33664013209.0,0.589643672327375,0.9144389732740961,0.7520413228007355
17126,33758609975.0,0.5150098712383366,0.953528749465435,0.7342693103518858
17190,33659868621.0,0.24457115519974204,0.9184670489372099,0.581519102068476
17197,33670937218.0,0.2765065935644555,0.937154358455531,0.6068304760099932
17216,33782572453.0,0.3831599978730973,0.1463963120720285,0.2647781549725629
17238,33642925409.0,0.3368697425555991,0.8674645917046112,0.6021671671301052
17241,33663635912.0,0.5325441141069576,0.8987156394334591,0.7156298767702083
17274,33662630469.0,0.6461653461862833,0.9457472534324668,0.795956299809375
17353,33663328357.0,0.38843294567632425,0.9352434299139977,0.6618381877951609
17388,33666283818.0,0.33568791674383247,0.8955071387786291,0.6155975277612308
17395,33660084070.0,0.7739032965594961,0.9620506337833934,0.8679769651714447
17401,33666344067.0,0.3431189946298554,0.20534319452974348,0.27423109457979944
17446,33624363210.0,0.44855164150950166,0.9832069640967198,0.7158793028031107
17454,33762300921.0,0.5290436308761728,0.9327678985253799,0.7309057647007764
17516,33625672512.0,0.1495555774552877,0.9101799994227971,0.5298677884390424
17549,33659895706.0,0.0489379165936481,0.17279048018089394,0.11086419838727102
17590,33763531024.0,0.04510973485934988,0.8662618014056991,0.4556857681325245
17615,33763303126.0,0.4347040968064555,0.9039203116998511,0.6693122042531533
17735,33762723791.0,0.747357631815472,0.9337028469244627,0.8405302393699674
17770,33658387774.0,0.6448612090889871,0.12742147109058302,0.38614134008978507
17803,33762021734.0,0.5812168386170327,0.9185518377799112,0.7498843381984719
17826,33682824763.0,0.47737159339295787,0.21529468094979795,0.3463331371713779
17866,33665572929.0,0.8131723127710937,0.9463528880227787,0.8797626003969362
18059,33665384525.0,0.43273225648081404,0.9711112300674947,0.7019217432741544
18171,33650487897.0,0.2649708975896288,0.9442678395369458,0.6046193685632872
18324,33650251828.0,0.799581565187276,0.8690469634837404,0.8343142643355081
18512,33665011758.0,0.41644369193889297,0.9164660322494066,0.6664548620941497
18576,33649588596.0,0.5734261616717578,0.9562492600445558,0.7648377108581568
18598,33658522151.0,0.2211978190233117,0.14233840764326325,0.18176811333328746
18619,33608801734.0,0.36446278290462186,0.9710279553113741,0.667745369107998
18662,33660091740.0,0.22616310261381867,0.9847284695949423,0.6054457861043805
18687,33666413631.0,0.37512459372031826,0.9120131039206221,0.6435688488204702
18829,33785603058.0,0.8200126447658513,0.12183358135251632,0.47092311305918383
18830,33662155831.0,0.4735435329953579,0.9066944209436203,0.6901189769694891
18850,33663174900.0,0.4201044735239179,0.8960767381115492,0.6580906058177336
18862,33699081274.0,0.7757977456014555,0.9283808329601647,0.8520892892808101
18892,33664856272.0,0.5514852525180931,0.16690295351125406,0.3591941030146736
18907,33665526323.0,0.5904147120071943,0.9609176428739712,0.7756661774405827
18943,33661558333.0,0.3490669508753459,0.8787884444788773,0.6139276976771115
19000,33751656095.0,0.03463361107148599,0.2042689499886654,0.1194512805300757
19082,33650392108.0,0.5357041829488942,0.9762818353790419,0.755993009163968
19112,33662542209.0,0.7476913276360648,0.9125383405195117,0.8301148340777882
19206,33615861384.0,0.2663387028151343,0.8735731736034368,0.5699559382092856
19251,33619662379.0,0.1464403953241038,0.2067621966185982,0.176601295971351
19270,33613621082.0,0.5163715279421497,0.928155688301119,0.7222636081216344
19326,33645168749.0,0.4422574638694621,0.9819772230620973,0.7121173434657797
19495,33661496135.0,0.3436585235781435,0.8675601305614339,0.6056093270697886
19497,33673189269.0,0.7412880299927183,0.8901092690764446,0.8156986495345815
19520,33665764735.0,0.24048612328587216,0.9018139145924474,0.5711500189391598
19692,33750391990.0,0.08826660580152623,0.9550064978655127,0.5216365518335195
19693,33642820450.0,0.2560105227227141,0.17637099269682133,0.2161907577097677
19737,33623548651.0,0.08053319755642363,0.2045964469504196,0.1425648222534216
19915,33699853291.0,0.6953131706955826,0.8853386854013514,0.790325928048467
19923,33658407533.0,0.19731089135675606,0.9430527851400635,0.5701818382484098
19931,33667532841.0,0.5513570873462064,0.9838403064690082,0.7675986969076073
19995,33786426016.0,0.12040129093559382,0.9844582051592481,0.552429748047421
20088,33610882706.0,0.32496798204655275,0.20473286616560135,0.26485042410607706
20095,33621372542.0,0.33297742462163415,0.9401922215610713,0.6365848230913527
20114,33651774168.0,0.6979269851112702,0.16765394058748767,0.43279046284937894
20126,33632220544.0,0.20095274802229146,0.23059664679495215,0.21577469740862182
20169,33601730392.0,0.33833417877238636,0.22699296906058022,0.2826635739164833
20170,33664165324.0,0.3355209196115483,0.9561325239773006,0.6458267217944245
20232,33667805412.0,0.4716166567070592,0.9811839931580681,0.7264003249325637
20260,33764268237.0,0.15340940979401263,0.9470643572577366,0.5502368835258746
20269,33633420916.0,0.41398341364836044,0.9591653905961184,0.6865744021222394
20276,33758798191.0,0.48821960912832174,0.87341449734047,0.6808170532343959
20307,33640950378.0,0.6921017364612403,0.19378450486366414,0.4429431206624522
20333,33667486668.0,0.06753925851889853,0.2379336080405797,0.15273643327973913
20365,33668814054.0,0.5936518485715543,0.9817811488636414,0.7877164987175979
20393,33677656885.0,0.19644378246814065,0.8689114527438792,0.53267761760601
20503,33650500451.0,0.3186282158621567,0.2239081688234992,0.27126819234282795
20581,33685638192.0,0.5415043571831635,0.1906285424014918,0.3660664497923276
20592,33681849228.0,0.6260938455642606,0.9013630196394524,0.7637284326018565
20636,33649080489.0,0.6518110554844587,0.9833948622282076,0.8176029588563332
20646,33760772406.0,0.6105825805486726,0.9194136558024997,0.7649981181755862
20678,33607287423.0,0.41906425053249463,0.9712390189659774,0.695151634749236
20721,33669105392.0,0.2743291995324024,0.9202884949687692,0.5973088472505859
20736,33651129087.0,0.3190524249176834,0.2365020390868273,0.27777723200225535
20843,33760855277.0,0.044178381656449606,0.9153345554252118,0.4797564685408307
20869,33650055775.0,0.3880026081899608,0.9399208972645727,0.6639617527272668
20878,33661783997.0,0.22694028728466709,0.9291269747757421,0.5780336310302046
20886,33785593547.0,0.11020144623976047,0.861969971871985,0.48608570905587273
20957,33659941565.0,0.47435924390702344,0.884858265761825,0.6796087548344243
20974,33698418556.0,0.43074757009833986,0.21950732440936302,0.32512744725385145
21006,33666173591.0,0.6019951809619137,0.9734129443266042,0.787704062644259
21043,33650035129.0,0.10546121259585495,0.977631643471258,0.5415464280335565
21186,33698785324.0,0.2507436618094876,0.1584856904033514,0.20461467610641948
21294,33698657889.0,0.41117688195201874,0.9224845259945695,0.6668307039732941
21310,33650076579.0,0.6860706621249619,0.16462879505821162,0.42534972859158676
21334,33760566498.0,0.2973363381412413,0.9282936215791222,0.6128149798601817
21346,33615552363.0,0.617133923304275,0.913268281610087,0.765201102457181
21403,33665403502.0,0.5415682933821444,0.9819799484177516,0.761774120899948
21488,33662607820.0,0.20447898917083163,0.9763054551280477,0.5903922221494396
21515,33660376030.0,0.6778940548209165,0.9049913764739408,0.7914427156474286
21519,33664814521.0,0.4393861211328496,0.8696091437933486,0.6544976324630991
21553,33699856199.0,0.6109037248361318,0.9698069959779834,0.7903553604070576
21639,33677211263.0,0.4747703108118053,0.9843414690920655,0.7295558899519354
21659,33630348120.0,0.7231755612723676,0.9407615180760402,0.8319685396742039
21705,33760546075.0,0.18236449465852966,0.9761708528404427,0.5792676737494862
21750,33699112685.0,0.6394659908056479,0.9215083944430588,0.7804871926243533
21774,33659767947.0,0.5041869740257299,0.8907877312272141,0.697487352626472
21852,33650034075.0,0.19093924534744855,0.15001619110044123,0.1704777182239449
21877,33658388647.0,0.41213360714361946,0.9858513161243982,0.6989924616340089
21878,33631735808.0,0.5139565141127196,0.9327480639925407,0.7233522890526302
21889,33677092788.0,0.3555926785764607,0.9411641136699989,0.6483783961232298
